College,SAT,Acceptance Rate,Earnings 6 yrs after entry,Share First Generation,Retention Rate,Student Faculty Ratio,Mean Net Price,Diversity,Students with Loans,Faculty Salary
University of Houston-Downtown,,0.9484,44155,0.5270877691,0.641,19,13100,0.8776,0.6275130305,8642
University of Houston-Victoria,,0.5335,43023,0.4573304158,0.5917,15,10872,0.7035999999999999,0.7773631841,9010
University of Idaho,,,37498,0.360585723,0.6515,13,17410,0.2694,0.7929405225,7968
University of Illinois at Chicago,1212,0.788,52246,0.4439779965,0.8127,19,11329,0.7534000000000001,0.6221612179,12687
University of Illinois at Springfield,1140,0.7949,46532,0.3624382208,0.6678,12,12065,0.3625,0.8404175988,8352
University of Illinois at Urbana-Champaign,1422,0.5966,63509,0.2493020998,0.9347,21,15483,0.5954,0.8666742312,13006
University of Indianapolis,1152,0.8361,43849,0.3508614903,0.6907,13,10947,0.3643,0.7795994604,8700
University of Iowa,1236,0.8621,51999,0.2231285357,0.8798,15,19443,0.25680000000000003,0.9014402004,11887
University of Jamestown,1062,0.7579,46556,0.2822966507,0.7241,11,20087,0.2631,0.9615384615,6645
University of Kansas,1219,0.925,49482,0.2222402072,0.8476,17,18709,0.30129999999999996,0.8939393939,10474
University of Kentucky,1084,0.9835,37199,0.3995334888,0.7386,15,13821,0.1814,0.8358990148,7301
University of La Verne,1028,0.7194,53283,0.5062086093,0.7966,13,21605,0.8257,0.8258584443,9284
University of Louisiana at Lafayette,1105,0.7835,38254,0.3848580442,0.7476,19,12642,0.39969999999999994,0.8145516074,8363
University of Louisiana at Monroe,1108,0.6989,36263,0.3800852383,0.6928,18,10950,0.396,0.821086262,7535
University of Louisville,1182,0.7469,43229,0.3043478261,0.7666,13,17744,0.33019999999999994,0.8030881017,8177
University of Lynchburg,,0.9687,42815,0.3015184382,0.7443,11,24265,0.2584,0.9550209205,8026
University of Maine at Augusta,,,33268,0.5086009174,0.6515,16,9889,0.18089999999999998,0.7535321821,7380
University of Maine at Farmington,,0.9669,34296,0.3243823845,0.6568,11,13863,0.1363,0.9136690647,7595
University of Maine at Fort Kent,,0.9988,44092,0.4291187739,0.7143,12,9214,0.2961,0.8435852373,6895
University of Maine at Machias,,,41321,0.2340534979,,,,0.0,0.9224691358,
University of Maine at Presque Isle,,0.9988,30170,0.3671171171,0.6667,19,9266,0.2583,0.7897959184,7532
University of Mary,,0.8175,49605,0.232712766,0.7697,14,24131,0.47659999999999997,0.9233668342,8052
University of Mary Hardin-Baylor,1084,0.9934,45766,0.3244084682,0.6231,17,29986,0.46119999999999994,0.9097182289,8021
University of Mary Washington,1244,0.8192,46923,0.2479892761,0.828,11,22547,0.324,0.9059122695,8634
University of Maryland,,0.8421,65269,0.1349453978,0.8793,12,30217,0.296,0.9733637747,8698
University of Maryland Eastern Shore,,0.819,34443,0.3575063613,0.6116,8,11662,0.9136000000000002,0.8697596423,8890
University of Massachusetts Amherst,1362,0.6553,57010,0.2155418251,0.9054,18,16197,0.3965,0.9358349393,12760
University of Massachusetts Boston,1182,0.789,54570,0.4305429864,0.7495,15,17817,0.6564,0.8023974527,11114
University of Massachusetts Dartmouth,1144,0.9222,51727,0.3518893387,0.6849,15,20910,0.41389999999999993,0.929598562,11460
University of Massachusetts Global,,0.9286,52290,0.499765808,0.1875,22,26340,0.4218,0.8188319428,9402
University of Massachusetts Lowell,1261,0.8457,59876,0.3176614881,0.8154,18,14071,0.44410000000000005,0.933283914,12277
University of Massachusetts Medical School,,,,,,,,0.0,,10587
University of Miami,,1.0,37147,0.2505800464,0.8125,14,23634,0.9662999999999999,0.7978947368,5841
University of Michigan,,0.2015,67792,0.2057218455,0.9743,12,17086,0.4676,0.7965143665,12138
University of Michigan-Dearborn,1180,0.6877,48168,0.3818103818,0.8352,16,11905,0.33199999999999996,0.7528174305,10728
University of Michigan-Flint,1141,0.7386,43975,0.3679401993,0.7019,14,13218,0.29450000000000004,0.8660472319,9666
University of Minnesota-Twin Cities,1370,0.7323,54565,0.1865601991,0.9152,17,17419,0.37160000000000004,0.8768800617,12430
University of Mississippi,1201,0.8966,42109,0.2350269179,0.8828,16,12454,0.22480000000000003,0.8625319693,9521
University of Mississippi Medical Center,,,42109,0.2350269179,,,,0.0,0.8625319693,
University of Missouri,1083,0.9687,36021,0.4522339266,0.5869,15,9607,0.3028,0.752790545,6266
University of Missouri-Kansas City,,0.4,38520,0.5022521408,,3,,0.5218999999999999,0.8188157573,8073
University of Mobile,,0.6409,36729,0.3242857143,0.6426,14,18986,0.3553,0.9259259259,5411
University of Montevallo,1131,0.9009,34038,0.3252375924,0.7099,12,17348,0.33199999999999996,0.8748768473,7518
University of Mount Olive,1022,0.8258,40910,0.4325068871,0.6241,14,17474,0.4631,0.8699705594,6666
University of Mount Union,1115,0.7974,45726,0.2249240122,0.7164,12,22836,0.21559999999999999,0.9604628737,7429
University of Nebraska at Kearney,1097,0.9032,41956,0.343830666,0.7583,13,16611,0.2561,0.823923445,7927
University of Nebraska at Omaha,1100,0.8725,44022,0.3478655767,0.6916,15,13452,0.3787,0.7433090024,8506
University of Nebraska Medical Center,,,64185,0.2671118531,,2,,0.1973,0.8985736926,9347
University of Nebraska-Lincoln,1219,0.8107,45872,0.220236292,0.797,16,16764,0.24019999999999997,0.8637081718,11481
University of New England,,,41333,0.3682539683,,,,0.0,0.8767507003,5465
University of New Hampshire,,,52890,0.174486235,,,,0.0,0.9633527532,13085
University of New Haven,1200,0.9413,49240,0.285648785,0.7631,16,33109,0.4107,0.9642096293,10779
University of New Mexico,,,30836,0.4362586997,0.5892,19,4998,0.8220999999999999,0.4610526316,6416
University of New Orleans,,,62901,0.3626666667,,3,,0.3203,0.8915662651,8670
University of North Alabama,,0.8997,37535,0.36326024,0.7492,17,12631,0.2656,0.8513931889,8567
University of North Carolina at Asheville,1233,0.8163,35474,0.2183984116,0.747,14,13069,0.2628,0.8302606484,8105
University of North Carolina at Chapel Hill,1214,0.204,52831,0.1993713516,0.9652,15,13263,0.44489999999999996,0.6929674099,12654
University of North Carolina at Charlotte,1184,0.7945,44858,0.2840072549,0.8462,20,16873,0.472,0.845131866,9839
University of North Carolina at Greensboro,1172,0.9084,38795,0.3127645051,0.779,17,11110,0.5869000000000001,0.8438698503,8669
University of North Carolina at Pembroke,1003,0.9184,35126,0.3656313302,0.7273,15,11160,0.6242000000000001,0.8527683266,7482
University of North Carolina School of the Arts,1236,0.2975,30390,,0.9124,6,13097,0.3573,0.9113573407,7533
University of North Carolina Wilmington,1259,0.6798,44324,0.2589784517,0.8326,16,19999,0.2192,0.8607284393,8630
University of North Dakota,1151,0.9546,51147,0.1727807971,0.7612,18,17692,0.1338,0.9320471597,9434
University of North Florida,1113,0.7749,44219,0.31708351,0.7896,19,7159,0.39580000000000004,0.7560782763,8235
University of North Georgia,1139,0.8116,39951,0.3404130658,0.7211,18,10623,0.2893,0.6430096051,7003
University of North Texas,,,,,,,,0.0,,
University of North Texas Health Science Center,,,,,,,,0.0,,
University of Northern Colorado,1104,0.9113,41450,0.35173132,0.6913,14,16075,0.3781,0.854796477,7865
University of Northern Iowa,1147,0.8579,44621,0.2248966691,0.8069,16,14017,0.1565,0.9141929499,8407
University of Northwestern Ohio,,,44119,0.4414168937,0.5591,24,20004,0.20389999999999997,0.909221902,5321
University of Notre Dame,1490,0.1507,84235,0.1023765996,0.9826,9,32369,0.3426,0.8488994646,14912
University of Oregon,,,93024,0.3155416013,,10,,0.3832,0.9316493314,11146
University of Pennsylvania,,0.5827,34491,0.2718120805,0.7143,11,15633,0.19989999999999997,0.6813880126,4203
University of Pikeville,,,23177,0.5985507246,,14,14732,0.3906,0.8814993954,4385
University of Pittsburgh,1370,0.6668,51812,0.2096720027,0.9339,14,27926,0.3591,0.9472901169,10969
University of Portland,,,64930,0.3032258065,,9,,0.3994,0.9578675838,7803
University of Providence,1070,1.0,36755,0.4,0.5769,8,23473,0.2741,0.8494983278,6381
University of Puget Sound,1293,0.883,46066,0.1231788079,0.8799,9,23215,0.35100000000000003,0.9603580563,10904
University of Redlands,1231,0.8297,58890,0.3523459062,0.8075,11,20152,0.6208999999999999,0.918196995,10501
University of Rhode Island,1200,0.7646,56306,0.2632854745,0.852,17,19925,0.2547,0.9195342371,9967
University of Richmond,,0.2877,65044,0.1226295828,0.9199,8,29232,0.4085,0.8957575758,12349
University of Rio Grande,,,29037,0.5242451967,0.5419,16,37327,0.2962,0.8236259229,5912
University of Rochester,,0.9809,37499,0.4059233449,0.5684,11,26137,0.35040000000000004,0.9136577708,6224
University of Saint Francis,1066,0.994,42941,0.3594339623,0.7424,11,17773,0.3301,0.9183673469,6942
University of Saint Joseph,1162,0.6316,41142,0.3781388479,0.7176,11,17062,0.22169999999999998,0.9419087137,7168
University of Saint Mary,,0.8175,49605,0.232712766,0.7697,14,24131,0.47659999999999997,0.9233668342,8052
University of San Diego,,0.342,63281,0.3957082833,0.95,19,14895,0.8103,0.7414712154,16913
University of San Francisco,,,,,,,,0.0,,13591
University of Science and Arts of Oklahoma,1129,0.9653,41963,0.1784172662,0.7959,15,18369,0.3255,0.9224376731,6809
University of Scranton,1200,0.8029,62190,0.2034722222,0.8669,12,34136,0.23939999999999997,0.9661129568,10328
University of Silicon Valley,,0.5065,37905,0.2790697674,0.6316,12,24405,0.7214999999999999,0.9349315068,7739
University of Sioux Falls,,0.7665,43888,0.2471590909,0.7383,17,21076,0.1954,0.955941255,6611
University of South Alabama,1132,0.7078,38334,0.334257975,0.7098,17,16223,0.39870000000000005,0.8833869239,7494
University of South Carolina,1051,0.8352,38000,0.3270967742,0.5881,16,12309,0.4003,0.8678229665,7432
University of South Carolina-Aiken,1051,0.8352,38000,0.3270967742,0.5881,16,12309,0.4003,0.8678229665,7432
University of South Carolina-Beaufort,,0.8372,37511,0.3095843936,0.5847,15,15587,0.3964,0.8926332288,7636
University of South Carolina-Upstate,1065,0.757,40004,0.3513888889,0.6101,15,14661,0.5215,0.8913532626,7390
University of South Dakota,1119,0.8743,46330,0.2019482062,0.7986,17,18402,0.128,0.9520687316,8860
University of South Florida,1245,0.4938,45961,0.3575418994,0.8951,22,8318,0.5327,0.7141686582,10538
University of Southern California,1098,0.6901,43389,0.3588362069,0.7514,17,20181,0.6687,0.8961538462,8658
University of Southern Indiana,1139,0.9641,40010,0.354708798,0.6903,16,14611,0.1457,0.8291250734,7506
University of Southern Maine,1112,0.8699,41482,0.328369906,0.6456,13,9472,0.22369999999999998,0.8154848046,9358
University of Southern Mississippi,1135,0.9579,35766,0.3259689197,0.6996,16,13863,0.39760000000000006,0.841768872,8088
University of St. Augustine for Health Sciences,,,,,,,,0.0,,8201
University of St. Francis,1213,0.6845,41555,0.1091370558,0.8166,16,18769,0.2374,0.9433497537,8463
University of St. Thomas,,,60491,0.4446609509,,20,,0.5186,0.7371292192,
University of St. Thomas,,,60491,0.4446609509,,20,,0.5186,0.7371292192,
University of Texas Rio Grande Valley,,0.939,37115,0.5259824759,0.7172,20,5363,0.9771000000000001,0.4748750892,8551
University of Texas Southwestern Medical Center,,,,,,,,0.0,,9451
University of the Cumberlands,1070,0.8503,35901,0.3976608187,0.6712,20,14654,0.8430000000000001,0.8302752294,5702
University of the District of Columbia,,,33730,0.5079113924,0.5313,8,16276,0.9512,0.5639143731,9459
University of the Incarnate Word,1042,0.9422,43731,0.4326269492,0.7347,13,21244,0.8361000000000001,0.8194594595,8741
University of the Ozarks,1061,0.5537,32792,0.346875,0.6105,15,14486,0.5871,0.8258426966,6875
University of the Pacific,1265,0.793,64649,0.350177305,0.845,13,17874,0.7905,0.8944530046,11095
University of the Southwest,,,36419,0.46875,0.6897,19,18189,0.7607,0.9011299435,3682
University of the West,,,,,0.6667,3,13225,0.961,,7051
University of Toledo,1192,0.9652,40268,0.3344627299,0.743,20,16650,0.3165,0.8603949947,9836
University of Valley Forge,,0.8197,33971,0.3333333333,0.7938,12,25013,0.5053,0.9343629344,6071
University of Vermont,,0.7539,33456,0.4215552524,0.5692,10,15580,0.26,0.9175257732,7279
University of Virginia,1457,0.2074,69344,0.1580020387,0.9678,15,20507,0.4522,0.8483766234,15513
University of Washington,1206,0.961,44786,0.2668539326,0.8072,17,9717,0.31770000000000004,0.8383483418,10753
University of West Florida,1164,0.5281,37283,0.3610013175,0.8371,21,8152,0.36410000000000003,0.7585282651,9077
University of West Georgia,1058,0.697,38654,0.318805185,0.6869,19,16239,0.527,0.8656052046,7467
University of Western States,,,33528,,,7,,0.0,,7064
University of Wisconsin-Eau Claire,1170,0.7746,47937,0.2198406156,0.7797,20,16884,0.12969999999999998,0.9079834111,8228
University of Wisconsin-Green Bay,1100,0.9143,43144,0.3631100083,0.7227,23,13654,0.2038,0.8470633105,7082
University of Wisconsin-La Crosse,1170,0.7385,48987,0.2138098122,0.8411,19,14839,0.1054,0.9269141531,7702
University of Wisconsin-Madison,1359,0.6035,59235,0.1680527224,0.9522,17,16708,0.3447,0.8415603901,13632
University of Wisconsin-Milwaukee,1100,0.8896,44176,0.3304775104,0.7564,18,15845,0.35039999999999993,0.8823193047,9099
University of Wisconsin-Oshkosh,1065,0.8989,46326,0.3102329696,0.6889,21,14753,0.1986,0.9123908297,7674
University of Wisconsin-Parkside,1085,0.7497,41318,0.4094707521,0.6537,17,11682,0.3739,0.817079333,7411
University of Wisconsin-Platteville,1150,0.8757,50529,0.2873563218,0.7587,20,14585,0.10410000000000001,0.9090909091,7335
University of Wisconsin-River Falls,1120,0.8624,43422,0.2645299145,0.7177,19,14059,0.1191,0.906911706,8061
University of Wisconsin-Stevens Point,1120,0.9016,42283,0.3057193396,0.7464,20,14434,0.1406,0.9104683196,7225
University of Wisconsin-Stout,1150,0.9139,48146,0.2783985102,0.6783,19,16456,0.1429,0.9227877386,7604
University of Wisconsin-Superior,1085,0.7623,40510,0.2959285005,0.6468,16,12268,0.2014,0.8861788618,6696
University of Wisconsin-Whitewater,1085,0.8297,45193,0.2996237065,0.7474,20,14856,0.17729999999999999,0.9182445979,8148
University of Wyoming,,0.9678,45879,0.277271069,0.7636,14,8036,0.2271,0.8188757807,9830
Upper Iowa University,1045,0.6492,45393,0.4507973551,0.5492,12,24064,0.43470000000000003,0.8549168975,5956
Ursinus College,1298,0.8271,47326,0.1884550085,0.849,10,29648,0.2687,0.9770491803,8889
Ursuline College,1128,0.8246,50414,0.3440233236,0.7157,7,16690,0.43529999999999996,0.9706666667,6064
Utah State University,1217,0.9263,42027,0.2835781742,0.7361,21,13233,0.1668,0.6569551203,9658
Utah Tech University,,,34797,0.3900029061,0.5886,22,15298,0.24860000000000002,0.5723472669,7304
Utah Valley University,,,41837,0.2721558768,0.6593,25,9464,0.2199,0.5676186685,8644
Utica University,,0.8944,55348,0.3156398104,0.7396,11,21756,0.31749999999999995,0.9465056083,8347
Valdosta State University,1044,0.7637,37512,0.3075430512,0.5603,19,13336,0.5807,0.8664582403,7374
Valencia College,,,31253,0.4214585852,,19,14742,0.7532,0.3771232204,6980
Valley City State University,1051,0.8145,43155,0.2624768946,0.6057,13,13060,0.2079,0.9070175439,6273
Valparaiso University,,0.9317,51121,0.2881355932,0.8126,11,25802,0.2764,0.9461279461,7355
Vanderbilt University,1534,0.0714,74018,0.1222570533,0.9651,8,22204,0.5862,0.5843373494,14709
VanderCook College of Music,,1.0,37810,,0.7273,4,20738,0.5695000000000001,,6369
Vanguard University of Southern California,1098,0.6901,43389,0.3588362069,0.7514,17,20181,0.6687,0.8961538462,8658
Vassar College,1480,0.2015,45562,0.1418439716,0.947,8,35236,0.45359999999999995,0.7246575342,12340
Vaughn College of Aeronautics and Technology,,,52575,0.4709066306,0.7869,13,37659,0.8393,0.7581493165,8487
Vermont College of Fine Arts,,,,,,,,0.0,,4819
Vermont Law School,,,,,,,,0.0,,8029
Vermont Technical College,,0.5568,52415,0.3808948005,0.5952,8,21839,0.1733,0.9527559055,7193
Villa Maria College,955,0.7557,31364,0.3789731051,0.4773,8,13704,0.587,0.9077868852,4914
Villanova University,1437,0.2524,81607,0.1257420399,0.9563,11,34784,0.2951,0.9666492965,11600
Vincennes University,,,33970,0.4161235819,0.4222,22,10862,0.2778,0.7681887699,5999
Virginia Commonwealth University,1187,0.9277,45582,0.2760338814,0.8381,18,18904,0.5882,0.9005435411,10752
Virginia Military Institute,1194,0.6391,65529,0.1524752475,0.8661,10,21325,0.2552,0.9437984496,7559
Virginia Polytechnic Institute and State University,1320,0.5647,65701,0.1776347546,0.9209,14,20927,0.3867,0.9058677814,12182
Virginia State University,1320,0.5647,65701,0.1776347546,0.9209,14,20927,0.3867,0.9058677814,12182
Virginia Union University,840,0.9378,31496,0.4080882353,0.634,25,18052,0.9933000000000001,0.9289340102,5254
Virginia Wesleyan University,1287,0.8637,38299,0.3087248322,0.6614,12,21339,0.48410000000000003,0.9405204461,8650
Viterbo University,1148,0.7746,51465,0.2816229117,0.7442,11,18686,0.22199999999999998,0.9288939052,6562
Voorhees University,,,25216,0.3911439114,0.5357,10,14083,0.995,0.9363636364,4862
Wabash College,,,,0.3760683761,0.7233,14,7143,0.1514,0.3615384615,6632
Wade College,,,33355,0.3333333333,0.75,13,19759,0.6482,,5455
Wagner College,,0.8173,59782,0.2845303867,0.8177,14,29640,0.39960000000000007,0.9556714472,7912
Wake Forest University,,0.2518,67196,0.1196808511,0.938,10,29214,0.3233,0.9067357513,12040
Waldorf University,,0.7229,43178,0.4625735913,0.4551,24,21604,0.5402,0.8456375839,5651
Walla Walla University,1175,0.7901,42124,0.3180887372,0.8179,11,26072,0.22729999999999997,0.9477756286,8361
Walsh College,,,57989,0.481865285,,12,,0.19569999999999999,0.8305882353,10703
Walsh University,1147,0.7992,46578,0.3418259023,0.7102,14,16745,0.5235000000000001,0.9510204082,6292
Warner Pacific University,,,43345,0.4658869396,,10,,0.5419,0.8924369748,6891
Warner University,,,43345,0.4658869396,,10,,0.5419,0.8924369748,6891
Warren Wilson College,1285,0.774,27395,0.2040133779,0.6598,9,25279,0.2507,0.9012738854,5962
Wartburg College,1141,0.8275,44469,0.1735015773,0.735,14,22177,0.19669999999999999,0.9800613497,6924
Washburn University,,,40186,0.3781033781,0.6629,13,14194,0.34769999999999995,0.812797075,7653
Washington & Jefferson College,1192,0.8368,55419,0.2160493827,0.7781,9,26460,0.24159999999999998,0.9769784173,8081
Washington Adventist University,,0.6175,46673,0.3518518519,0.6512,7,13625,0.9548,0.9360465116,5844
Washington and Lee University,1487,0.1885,73033,,0.9608,8,27417,0.2557,0.8521126761,13444
Washington College,,,29108,0.4715099715,0.5302,15,6433,0.1202,0.6900129702,6224
Washington State University,1206,0.961,44786,0.2668539326,0.8072,17,9717,0.31770000000000004,0.8383483418,10753
Wayland Baptist University,,0.8076,43593,0.4545973729,0.3939,9,23601,0.6869,0.8472495088,5435
Wayne State College,,,38497,0.3418604651,0.7229,20,14469,0.20629999999999998,0.8405797101,7803
Wayne State University,1155,0.6326,42592,0.3760200879,0.8133,14,14728,0.4526000000000001,0.7965624119,11081
Waynesburg University,,0.7496,46578,0.2635327635,0.69,11,21556,0.1639,0.9582245431,6880
Webb Institute,1463,0.2045,,,0.9259,9,16435,0.21910000000000002,,10675
Webber International University,,0.4574,36454,0.3668341709,0.5054,24,26055,0.5885,0.9438596491,5166
Weber State University,,,43734,0.3735113677,0.6534,21,10289,0.263,0.5925556663,8590
Webster University,1166,0.5945,40383,0.3013270882,0.7718,11,23953,0.37560000000000004,0.8881811748,8542
Welch College,,,32879,,0.7209,8,18875,0.2145,0.7653061224,5159
Wellesley College,1468,0.1618,59040,0.1717791411,0.9673,8,21561,0.6542,0.6717557252,12639
Wells College,,0.683,38288,0.2714776632,0.4628,9,19897,0.49269999999999997,,7042
Wentworth Institute of Technology,1241,0.8954,69171,0.24718398,0.7772,16,29841,0.3996,0.9525222552,9603
Wesleyan College,1095,0.6723,37256,0.3781094527,0.5508,12,28242,0.3088,0.8938679245,5621
Wesleyan University,1287,0.8637,38299,0.3087248322,0.6614,12,21339,0.48410000000000003,0.9405204461,8650
West Chester University of Pennsylvania,1165,0.8936,50063,0.2813085705,0.8484,20,13183,0.265,0.9357165758,10156
West Coast University-Los Angeles,,,88331,0.3973442288,0.625,21,45392,0.6370000000000001,0.9615469613,8855
West Liberty University,1069,0.7385,35417,0.3562970936,0.927,11,15225,0.213,0.8912175649,6562
West Virginia School of Osteopathic Medicine,,,,,,,,0.0,,
West Virginia State University,,0.9655,33646,0.4338725024,0.5588,12,16261,0.3359,0.8323144105,6340
West Virginia University,1069,0.6641,44071,0.3039163376,0.5699,12,11124,0.24569999999999997,0.873605948,7567
West Virginia University at Parkersburg,,,28439,0.449031171,,15,8407,0.0833,0.5993883792,6099
West Virginia Wesleyan College,1070,0.8443,38999,0.295379538,0.6473,12,20404,0.27899999999999997,0.9175738725,6052
Western Carolina University,1125,0.7942,39995,0.329004329,0.7463,15,13640,0.22500000000000003,0.8646455001,7870
Western Colorado University,1143,0.9087,37870,0.2496924969,0.7361,18,17437,0.3026000000000001,0.9071925754,6952
Western Connecticut State University,,0.8485,44788,0.3798052281,0.6895,11,16154,0.454,0.8800184587,9872
Western Illinois University,,0.7248,42165,0.3770755222,0.7185,13,11663,0.4198,0.9112922561,9079
Western Kentucky University,,0.9848,35033,0.3570372803,0.728,18,11691,0.229,0.8327989006,7658
Western Michigan University,,,,,,,,0.0,,11519
Western Nevada College,,,34413,0.5429951691,,18,10637,0.4563,0.2303325223,7685
Western New England University,1209,0.8988,56923,0.2454954955,0.7721,13,29806,0.2533,0.9803370787,9759
Western New Mexico University,,,30688,0.4771167048,0.7101,12,14023,0.7461,0.642364532,6853
Western Oregon University,,0.9157,39549,0.4193877551,0.6547,12,15027,0.4175,0.8870461676,6984
Western University of Health Sciences,,,,,,,,0.0,,11470
Western Washington University,1206,0.961,44786,0.2668539326,0.8072,17,9717,0.31770000000000004,0.8383483418,10753
Westfield State University,1084,0.9435,47359,0.3050716221,0.7545,21,19589,0.26199999999999996,0.929943101,9853
Westminster College,1265,0.7573,48633,0.2687747036,0.8523,8,25901,0.2948,0.8899876391,8011
Westmont College,1318,0.7897,49335,0.16875,0.8502,10,31438,0.4637,0.9637826962,9633
Wheaton College,1351,0.8625,47805,,0.894,11,25287,0.3051,0.9473684211,9425
Wheeling University,1057,0.7807,43874,0.3673469388,0.867,12,29188,0.6043000000000001,0.9572649573,6150
Whitman College,1394,0.5895,45845,0.116838488,0.8885,9,30694,0.3788,0.9339933993,9376
Whittier College,1232,0.8249,42946,0.3352517986,0.8201,11,19774,0.7956,0.9434210526,8653
Whitworth University,1187,0.9146,47405,0.242248062,0.7876,11,25823,0.3629,0.931880109,7735
Wichita State University,,,32880,0.4365548981,0.5408,15,10499,0.4699,0.7396184063,4710
Widener University,1178,0.8453,57497,0.3003778338,0.8478,12,24012,0.30479999999999996,0.9733727811,8997
Wilberforce University,960,0.388,27590,0.4649681529,0.5784,19,6942,0.9943000000000001,0.7939609236,5461
Wiley College,,,24157,0.4155672823,0.3394,16,9300,0.9458,0.7972819932,4557
Wilkes University,1150,0.9477,56243,0.3461237275,0.75,13,29807,0.2802,0.9644153958,9143
Willamette University,,0.7962,47898,0.192,0.8019,12,32819,0.34070000000000006,0.9295558959,10969
William Carey University,1217,0.5745,35209,0.3590163934,0.8742,13,10886,0.3894,0.7591623037,6139
William James College,,,,,,7,,0.7838,,8822
William Jessup University,,0.7778,44346,0.3268892794,0.6159,13,27799,0.5323,0.884244373,7439
William Jewell College,1189,0.47,48778,0.2013274336,0.7385,10,20289,0.2914,0.9446808511,7118
William Paterson University,,0.8326,45279,0.4394402036,0.6747,14,17225,0.6609,0.8724243753,11844
William Peace University,1165,0.5209,35641,0.2936802974,0.766,11,24107,0.4684,0.9118136439,5889
William Penn University,978,0.5768,39549,0.3829516539,0.6108,17,21066,0.4537,0.9138321995,5872
William Woods University,,0.683,36020,0.2978723404,0.6899,10,23717,0.2837,0.9198396794,5213
Williams Baptist University,1100,0.641,34383,0.3235294118,0.2136,17,15664,0.2463,0.8230769231,5416
Williams College,,0.0883,63483,0.215496368,0.9668,6,14739,0.5025999999999999,0.595505618,13753
Wilmington College,,,18581,0.4763948498,0.8,16,16956,0.4229,0.7537537538,
Wilmington University,1259,0.6798,44324,0.2589784517,0.8326,16,19999,0.2192,0.8607284393,8630
Wilson College,1285,0.774,27395,0.2040133779,0.6598,9,25279,0.2507,0.9012738854,5962
Wingate University,,0.8453,41480,0.2878645343,0.6368,15,18345,0.527,0.8906525573,8075
Winona State University,1120,0.7691,49054,0.2117455139,0.754,16,17546,0.16640000000000005,0.9170984456,9352
Winston-Salem State University,948,0.8147,37148,0.3535598706,0.762,16,13435,0.9341999999999999,0.9109985528,8257
Winthrop University,1114,0.639,37039,0.2821100917,0.6778,12,17033,0.4771,0.9184805805,7956
Wisconsin Lutheran College,1192,0.9802,48252,0.2936802974,0.8007,12,20614,0.21500000000000002,0.9369527145,6930
Wisconsin School of Professional Psychology,,,,,,,,0.0,,
Wittenberg University,1133,0.9227,44111,0.2356902357,0.6953,11,21795,0.2246,0.9489361702,7587
Wofford College,1310,0.5245,53445,,0.881,11,28012,0.2046,0.9144602851,8563
WON Institute of Graduate Studies,,,,,,,,0.0,,3670
Woodbury University,,0.6304,47056,0.4097859327,0.7464,8,30117,0.6552,0.9259259259,7699
Worcester Polytechnic Institute,,0.6021,86056,0.1337719298,0.9389,14,45005,0.35459999999999997,0.9830268741,12899
Worcester State University,1113,0.8932,45806,0.3564493759,0.7347,14,13627,0.3497,0.8892165122,8870
Wright State University,1072,0.9604,39585,0.3512629475,0.6527,14,15455,0.2679,0.8716776706,9714
Xavier University,,0.8479,48646,0.493877551,0.7767,16,13326,0.6588000000000002,0.8603286385,7858
Xavier University of Louisiana,1119,0.9541,39181,0.2657232704,0.6932,13,18445,0.9853000000000001,0.8416905444,9315
Yale University,1526,0.0531,78106,0.25,0.9826,6,16341,0.6283000000000001,0.4487004104,20028
Yeshiva University,,0.627,58983,0.1438596491,0.9085,7,46632,0.4077,0.694017094,12868
York College of Pennsylvania,1130,0.7769,49538,0.3032258065,0.7364,14,21615,0.2379,0.9584947427,9125
York University,1058,0.756,45687,0.3212951432,0.7564,12,21627,0.7525,0.943231441,8500
Young Harris College,,0.7476,33738,0.282,0.5719,11,18927,0.3296,0.9128014842,5582
Youngstown State University,1080,0.7815,33946,0.3843734881,0.7486,17,12318,0.23640000000000003,0.8364444444,8510
